description,alertlevel,alertscore,episodealertscore,country,fromdate,todate,severity (ha),iso3,GDACS ID,People affected,Duration (days),longitude,latitude
GREEN Forest fires in Angola from: 24 Jul 2021 to: 05 Aug 2021.,GREEN,1.0,1.0,Angola,2021-07-24,2021-08-05,5098.0,AGO,WF 1001550,0.0,12.0,21.64439374954724,-12.581033735510342
Green Forest fires in The Democratic Republic of Congo from: 18 Jul 2021 to: 05 Aug 2021.,Green,1.0,1.0,The Democratic Republic of Congo,2021-07-18,2021-08-05,6137.0,COD,WF 1001484,69.0,18.0,21.784925771050663,-5.773441540864122
Green Forest fires in Angola from: 16 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Angola,2021-07-16,2021-08-04,8371.0,AGO,WF 1001488,62.0,19.0,13.787679914761291,-7.553878926872471
Green Forest fires in The Democratic Republic of Congo from: 16 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,The Democratic Republic of Congo,2021-07-16,2021-08-04,17022.0,COD,WF 1001492,13373.0,19.0,21.422357391615066,-6.299333069695692
Green Forest fires in Brazil from: 29 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Brazil,2021-07-29,2021-08-04,6381.0,BRA,WF 1001469,342.0,6.0,-63.54176010931607,-10.59953482941736
Green Forest fires in The Democratic Republic of Congo from: 26 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,The Democratic Republic of Congo,2021-07-26,2021-08-04,5854.0,COD,WF 1001475,1719.0,9.0,18.87127013081853,-4.466857016887612
GREEN Forest fires in Tanzania from: 24 Jul 2021 to: 04 Aug 2021.,GREEN,1.0,1.0,Tanzania,2021-07-24,2021-08-04,6627.0,TZA,WF 1001476,8.0,11.0,32.11515525217533,-5.404477814635675
GREEN Forest fires in Australia from: 23 Jul 2021 to: 04 Aug 2021.,GREEN,1.0,1.0,Australia,2021-07-23,2021-08-04,17720.0,AUS,WF 1001480,0.0,12.0,133.4643075842453,-14.162408151799443
Green Forest fires in The Democratic Republic of Congo from: 20 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,The Democratic Republic of Congo,2021-07-20,2021-08-04,9676.0,COD,WF 1001481,0.0,15.0,25.674397570445016,-6.062190389796314
GREEN Forest fires in Russian Federation from: 29 Jul 2021 to: 04 Aug 2021.,GREEN,1.0,1.0,Russian Federation,2021-07-29,2021-08-04,6451.0,RUS,WF 1001511,0.0,6.0,118.62011210650302,63.151206587418386
GREEN Forest fires in Russian Federation from: 28 Jul 2021 to: 04 Aug 2021.,GREEN,1.0,1.0,Russian Federation,2021-07-28,2021-08-04,5387.0,RUS,WF 1001512,0.0,7.0,118.88141125421164,63.072086312229416
GREEN Forest fires in Brazil from: 24 Jul 2021 to: 04 Aug 2021.,GREEN,1.0,1.0,Brazil,2021-07-24,2021-08-04,5626.0,BRA,WF 1001513,1.0,11.0,-58.90671298257979,-10.368473131941618
Green Forest fires in Russian Federation from: 26 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-26,2021-08-04,15364.0,RUS,WF 1001253,0.0,9.0,119.40301754834871,63.2652811808734
Green Forest fires in Russian Federation from: 26 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-26,2021-08-04,20954.0,RUS,WF 1001254,0.0,9.0,116.94426266788642,62.88843606356488
Green Forest fires in United States from: 17 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,United States,2021-07-17,2021-08-04,6022.0,USA,WF 1001259,9.0,18.0,-115.89970839914166,48.578411992985465
Green Forest fires in Canada from: 17 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Canada,2021-07-17,2021-08-04,10422.0,CAN,WF 1001286,0.0,18.0,-98.01111298549438,56.443396303993794
Green Forest fires in Russian Federation from: 23 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-23,2021-08-04,6115.0,RUS,WF 1001282,0.0,12.0,106.86770167704246,62.10352811091016
Green Forest fires in Canada from: 21 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Canada,2021-07-21,2021-08-04,11201.0,CAN,WF 1001283,0.0,14.0,-106.6164914424907,59.169801158235195
Green Forest fires in Canada from: 18 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Canada,2021-07-18,2021-08-04,14728.0,CAN,WF 1001284,0.0,17.0,-105.38291562625294,59.48983314187278
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,6176.0,RUS,WF 1001280,0.0,11.0,118.35324891987732,63.85265391582594
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,24409.0,RUS,WF 1001277,0.0,11.0,122.90479383247616,64.26247323973003
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,8383.0,RUS,WF 1001278,0.0,11.0,113.07150814682454,62.29489747650744
Green Forest fires in Russian Federation from: 26 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-26,2021-08-04,9980.0,RUS,WF 1001273,0.0,9.0,107.58502240025726,59.340573553585266
Green Forest fires in Russian Federation from: 26 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-26,2021-08-04,14294.0,RUS,WF 1001274,0.0,9.0,118.90829252157916,63.24445361017618
Green Forest fires in Canada from: 29 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Canada,2021-07-29,2021-08-04,14482.0,CAN,WF 1001269,0.0,6.0,-96.40133780213077,57.18808135701722
Green Forest fires in Australia from: 29 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Australia,2021-07-29,2021-08-04,13751.0,AUS,WF 1001307,0.0,6.0,144.36318952382797,-15.846476539413302
Green Forest fires in United States from: 30 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,United States,2021-07-30,2021-08-04,11909.0,USA,WF 1001302,0.0,5.0,-123.0679522400297,40.34270536268026
GREEN Forest fires in Australia from: 30 Jul 2021 to: 04 Aug 2021.,GREEN,1.0,1.0,Australia,2021-07-30,2021-08-04,6111.0,AUS,WF 1001303,0.0,5.0,135.4405163469979,-13.71755103402262
Green Forest fires in Russian Federation from: 26 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-26,2021-08-04,11333.0,RUS,WF 1001231,0.0,9.0,105.90546067663713,58.676396559595
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,47783.0,RUS,WF 1001239,0.0,11.0,120.73412365337039,63.85688181821556
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,16791.0,RUS,WF 1001240,0.0,11.0,117.84812615205635,63.59984749943087
Green Forest fires in Canada from: 21 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Canada,2021-07-21,2021-08-04,11912.0,CAN,WF 1001241,0.0,14.0,-120.66125098150894,49.20585602366007
Green Forest fires in Russian Federation from: 19 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-19,2021-08-04,17944.0,RUS,WF 1001242,0.0,16.0,106.27879134260553,60.13171219971581
Green Forest fires in Russian Federation from: 19 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-19,2021-08-04,14117.0,RUS,WF 1001243,0.0,16.0,110.79062487053727,63.985724543925315
Green Forest fires in United States from: 19 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,United States,2021-07-19,2021-08-04,10465.0,USA,WF 1001244,0.0,16.0,-111.31835575997549,46.54077551450169
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,6145.0,RUS,WF 1001235,0.0,11.0,113.75139229894164,63.3332753901559
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,16991.0,RUS,WF 1001237,0.0,11.0,120.11603072259565,64.84625599647826
Green Forest fires in Zambia from: 17 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Zambia,2021-07-17,2021-08-04,11211.0,ZMB,WF 1001405,2222.0,18.0,27.854107403686903,-13.417828105425583
Green Forest fires in Tanzania from: 17 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Tanzania,2021-07-17,2021-08-04,9916.0,TZA,WF 1001408,573.0,18.0,31.240432770776707,-1.297586026160542
Green Forest fires in United States from: 16 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,United States,2021-07-16,2021-08-04,32195.0,USA,WF 1001410,23.0,19.0,-120.16909839852721,48.65355995401067
Green Forest fires in Tanzania from: 16 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Tanzania,2021-07-16,2021-08-04,7161.0,TZA,WF 1001416,0.0,19.0,38.52238948283152,-9.458677662705194
Green Forest fires in Russian Federation from: 16 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-16,2021-08-04,48149.0,RUS,WF 1001419,0.0,19.0,116.42471731839174,63.97791673573493
Green Forest fires in The Democratic Republic of Congo from: 19 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,The Democratic Republic of Congo,2021-07-19,2021-08-04,6517.0,COD,WF 1001376,1559.0,16.0,18.963433044104903,-4.517179225085816
Green Forest fires in Brazil from: 20 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Brazil,2021-07-20,2021-08-04,8717.0,BRA,WF 1001366,548.0,15.0,-46.39971315277483,-12.181205871665778
Green Forest fires in The Democratic Republic of Congo from: 20 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,The Democratic Republic of Congo,2021-07-20,2021-08-04,10005.0,COD,WF 1001364,52.0,15.0,20.276126921058392,-5.605458759148158
Green Forest fires in Canada from: 20 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Canada,2021-07-20,2021-08-04,17646.0,CAN,WF 1001371,35.0,15.0,-119.43089600718044,49.12702113615302
Green Forest fires in Canada from: 21 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Canada,2021-07-21,2021-08-04,7432.0,CAN,WF 1001359,0.0,14.0,-115.76839502117161,63.66174336269357
Green Forest fires in Russian Federation from: 23 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-23,2021-08-04,19297.0,RUS,WF 1001344,0.0,12.0,114.07069827336895,64.39142357160769
Green Forest fires in The Democratic Republic of Congo from: 23 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,The Democratic Republic of Congo,2021-07-23,2021-08-04,5055.0,COD,WF 1001345,0.0,12.0,23.873438328550733,-4.827706106832675
Green Forest fires in Brazil from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Brazil,2021-07-24,2021-08-04,9145.0,BRA,WF 1001339,0.0,11.0,-54.36093650813588,-13.249578128509047
Green Forest fires in Brazil from: 23 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Brazil,2021-07-23,2021-08-04,9085.0,BRA,WF 1001342,0.0,12.0,-60.76781475799549,-10.802300822019596
Green Forest fires in Russian Federation from: 24 Jul 2021 to: 04 Aug 2021.,Green,1.0,1.0,Russian Federation,2021-07-24,2021-08-04,7326.0,RUS,WF 1001334,0.0,11.0,108.09552596336793,61.17408668416003
Green Forest fires in Botswana from: 26 Aug 2021 to: 14 Sep 2021.,Green,1.0,0.5,Botswana,2021-08-26,2021-09-14,37573.0,BWA,WF 1002390,0.0,19.0,22.47324138203387,-19.59093666446198
Green Forest fires in Botswana from: 26 Aug 2021 to: 12 Sep 2021.,Green,1.0,0.5,Botswana,2021-08-26,2021-09-12,37072.0,BWA,WF 1002378,0.0,17.0,22.47164738321739,-19.589230366899212
Green Forest fires in Botswana from: 26 Aug 2021 to: 11 Sep 2021.,Green,1.0,0.5,Botswana,2021-08-26,2021-09-11,36716.0,BWA,WF 1002367,0.0,16.0,22.470450619066014,-19.5878522895044
Green Forest fires in Russian Federation from: 31 Aug 2021 to: 10 Sep 2021.,Green,1.0,0.5,Russian Federation,2021-08-31,2021-09-10,28936.0,RUS,WF 1002331,0.0,10.0,118.44429528939467,66.0108169125268
Green Forest fires in United States from: 30 Aug 2021 to: 10 Sep 2021.,Green,1.0,0.5,United States,2021-08-30,2021-09-10,6872.0,USA,WF 1002336,1.0,11.0,-113.83003711376392,45.58565257194601
Green Forest fires in United States from: 30 Aug 2021 to: 10 Sep 2021.,Green,1.0,0.5,United States,2021-08-30,2021-09-10,27933.0,USA,WF 1002337,0.0,11.0,-115.21864629268521,44.55486843487146
Green Forest fires in Bolivia from: 28 Aug 2021 to: 10 Sep 2021.,Green,1.0,0.5,Bolivia,2021-08-28,2021-09-10,5502.0,BOL,WF 1002342,0.0,13.0,-63.68203142965086,-13.449216291556837
Green Forest fires in Botswana from: 26 Aug 2021 to: 10 Sep 2021.,Green,1.0,0.5,Botswana,2021-08-26,2021-09-10,35984.0,BWA,WF 1002347,0.0,15.0,22.47035706907527,-19.58983380102311
Green Forest fires in Botswana from: 26 Aug 2021 to: 10 Sep 2021.,Green,1.0,0.5,Botswana,2021-08-26,2021-09-10,36354.0,BWA,WF 1002356,0.0,15.0,22.47055444217988,-19.588952395857678
Green Forest fires in Angola from: 21 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,Angola,2021-08-21,2021-09-09,86687.0,AGO,WF 1002348,0.0,19.0,22.208903312198128,-17.641938954908365
Green Forest fires in United States from: 30 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-30,2021-09-09,8785.0,USA,WF 1002339,0.0,10.0,-122.74906901772258,43.1201309882538
Green Forest fires in Bolivia from: 29 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,Bolivia,2021-08-29,2021-09-09,16285.0,BOL,WF 1002340,0.0,11.0,-59.786904410280805,-16.434358539421556
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,9602.0,USA,WF 1002332,17.0,9.0,-123.28820820977685,40.60091753747502
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,9808.0,USA,WF 1002333,0.0,9.0,-123.31702281151284,41.62960002531885
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,6174.0,USA,WF 1002334,0.0,9.0,-123.20473421652397,40.86402064019061
Green Forest fires in United States from: 30 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-30,2021-09-09,12196.0,USA,WF 1002335,0.0,10.0,-123.17626794231239,41.04000293029315
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,6415.0,USA,WF 1002268,0.0,9.0,-123.32080056705394,41.63446546135242
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,24226.0,USA,WF 1002327,0.0,9.0,-120.37026475855407,40.01835293346804
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,20865.0,USA,WF 1002328,8.0,9.0,-121.40247101540328,40.59282146570017
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,5402.0,USA,WF 1002329,0.0,9.0,-121.17387834378792,40.53855106043389
Green Forest fires in United States from: 31 Aug 2021 to: 09 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-09,6373.0,USA,WF 1002330,0.0,9.0,-122.08085773095463,44.86575130372584
Green Forest fires in United States from: 30 Aug 2021 to: 08 Sep 2021.,Green,1.0,0.5,United States,2021-08-30,2021-09-08,7701.0,USA,WF 1002269,0.0,9.0,-123.17324533915473,41.044603087622974
Green Forest fires in United States from: 31 Aug 2021 to: 08 Sep 2021.,Green,1.0,0.5,United States,2021-08-31,2021-09-08,6276.0,USA,WF 1002270,0.0,8.0,-121.40494512668774,40.543323491898974
GREEN Forest fires in Russian Federation from: 31 Aug 2021 to: 08 Sep 2021.,GREEN,1.0,0.5,Russian Federation,2021-08-31,2021-09-08,13520.0,RUS,WF 1002265,0.0,8.0,118.45632842932301,66.05459331515152
GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-27,2021-09-08,10624.0,BOL,WF 1002267,0.0,12.0,-58.37083669194812,-17.520644738044535
Green Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,Green,1.0,0.5,Bolivia,2021-08-27,2021-09-08,12459.0,BOL,WF 1002345,0.0,12.0,-59.45590004229198,-16.71713616210564
Green Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,Green,1.0,0.5,Bolivia,2021-08-27,2021-09-08,10624.0,BOL,WF 1002346,0.0,12.0,-58.37083669194812,-17.520644738044535
GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 08 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-27,2021-09-08,12459.0,BOL,WF 1002128,0.0,12.0,-59.45590004229198,-16.71713616210564
Green Forest fires in United States from: 30 Aug 2021 to: 08 Sep 2021.,Green,1.0,0.5,United States,2021-08-30,2021-09-08,18714.0,USA,WF 1002159,0.0,9.0,-115.24520717959416,44.551664244689
GREEN Forest fires in Bolivia from: 29 Aug 2021 to: 08 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-29,2021-09-08,14742.0,BOL,WF 1002197,0.0,10.0,-59.77996454101801,-16.438314420346128
Green Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,Green,1.0,0.5,Bolivia,2021-08-27,2021-09-07,15273.0,BOL,WF 1002343,0.0,11.0,-59.381199583898095,-17.037228124676382
Green Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,Green,1.0,0.5,Bolivia,2021-08-27,2021-09-07,14856.0,BOL,WF 1002344,0.0,11.0,-59.41144616451692,-17.24398863796172
Green Forest fires in Brazil from: 28 Aug 2021 to: 07 Sep 2021.,Green,1.0,0.5,Brazil,2021-08-28,2021-09-07,7706.0,BRA,WF 1002341,0.0,10.0,-56.991229763045716,-17.049354017415588
GREEN Forest fires in United States from: 31 Aug 2021 to: 07 Sep 2021.,GREEN,1.0,0.5,United States,2021-08-31,2021-09-07,24111.0,USA,WF 1002222,0.0,7.0,-120.37049192256255,40.01839378570827
GREEN Forest fires in Brazil from: 28 Aug 2021 to: 07 Sep 2021.,GREEN,1.0,0.5,Brazil,2021-08-28,2021-09-07,7706.0,BRA,WF 1002125,0.0,10.0,-56.991229763045716,-17.049354017415588
GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-27,2021-09-07,14856.0,BOL,WF 1002126,0.0,11.0,-59.41144616451692,-17.24398863796172
GREEN Forest fires in Bolivia from: 27 Aug 2021 to: 07 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-27,2021-09-07,15273.0,BOL,WF 1002110,0.0,11.0,-59.381199583898095,-17.037228124676382
GREEN Forest fires in Bolivia from: 28 Aug 2021 to: 06 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-28,2021-09-06,5361.0,BOL,WF 1002266,0.0,9.0,-63.68178752933688,-13.449871078535478
GREEN Forest fires in Zambia from: 29 Aug 2021 to: 05 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-29,2021-09-05,7468.0,ZMB,WF 1002200,0.0,7.0,29.590396150565738,-10.379199740664184
GREEN Forest fires in Zambia from: 31 Aug 2021 to: 05 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-31,2021-09-05,8945.0,ZMB,WF 1002242,0.0,5.0,23.19191668672585,-17.168142374524976
GREEN Forest fires in United States from: 17 Aug 2021 to: 05 Sep 2021.,GREEN,1.0,0.5,United States,2021-08-17,2021-09-05,10737.0,USA,WF 1001989,1.0,19.0,-121.02162860321548,46.828529392837446
GREEN Forest fires in Zambia from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-29,2021-09-04,14123.0,ZMB,WF 1002246,0.0,6.0,29.47823932588422,-10.385095424528412
GREEN Forest fires in Zambia from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-29,2021-09-04,10944.0,ZMB,WF 1002226,0.0,6.0,28.736982004848734,-10.747843547236984
GREEN Forest fires in The Democratic Republic of Congo from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,The Democratic Republic of Congo,2021-08-29,2021-09-04,5188.0,COD,WF 1002227,0.0,6.0,26.72011916693659,-11.617585768203323
GREEN Forest fires in Namibia from: 27 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,Namibia,2021-08-27,2021-09-04,11311.0,NAM,WF 1002230,0.0,8.0,21.80328306980965,-18.088436108330963
GREEN Forest fires in Namibia from: 29 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,Namibia,2021-08-29,2021-09-04,8739.0,NAM,WF 1002199,0.0,6.0,22.024312939673443,-18.11906195497693
GREEN Forest fires in Zambia from: 30 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-30,2021-09-04,9474.0,ZMB,WF 1002160,0.0,5.0,29.7358893736504,-10.001503577928391
GREEN Forest fires in Namibia from: 31 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,Namibia,2021-08-31,2021-09-04,6672.0,NAM,WF 1002156,0.0,4.0,15.103822645578571,-18.31821071003787
GREEN Forest fires in Angola from: 31 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-31,2021-09-04,6362.0,AGO,WF 1002157,0.0,4.0,19.892054866942622,-13.175644966125187
GREEN Forest fires in United States from: 17 Aug 2021 to: 04 Sep 2021.,GREEN,1.0,0.5,United States,2021-08-17,2021-09-04,6330.0,USA,WF 1002116,0.0,18.0,-120.34114777949297,47.96163630088204
GREEN Forest fires in Angola from: 31 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-31,2021-09-03,7059.0,AGO,WF 1002158,0.0,3.0,17.973678073753504,-16.34660463512322
GREEN Forest fires in Botswana from: 28 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Botswana,2021-08-28,2021-09-03,28917.0,BWA,WF 1002166,0.0,6.0,22.345963238760852,-24.371312686510002
GREEN Forest fires in Angola from: 27 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-27,2021-09-03,11313.0,AGO,WF 1002129,0.0,7.0,19.1453810063089,-16.941111208117395
GREEN Forest fires in Namibia from: 31 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Namibia,2021-08-31,2021-09-03,20794.0,NAM,WF 1002117,72.0,3.0,16.291654193054935,-20.35961604331772
GREEN Forest fires in Botswana from: 29 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Botswana,2021-08-29,2021-09-03,7101.0,BWA,WF 1002122,0.0,5.0,22.16348633810326,-20.01639380336919
GREEN Forest fires in Angola from: 31 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-31,2021-09-03,10415.0,AGO,WF 1002194,0.0,3.0,14.899872220805504,-15.176201478721428
GREEN Forest fires in Bolivia from: 30 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-30,2021-09-03,5541.0,BOL,WF 1002195,0.0,4.0,-59.54894193325332,-16.55419436578964
GREEN Forest fires in Angola from: 31 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-31,2021-09-03,6139.0,AGO,WF 1002223,0.0,3.0,17.90538851769003,-12.288832409253377
GREEN Forest fires in Angola from: 26 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-26,2021-09-03,6473.0,AGO,WF 1002231,0.0,8.0,18.612138912119295,-17.172397282793696
GREEN Forest fires in Angola from: 29 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-29,2021-09-03,10760.0,AGO,WF 1002228,0.0,5.0,21.896902791278126,-17.573065537642208
GREEN Forest fires in Botswana from: 27 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Botswana,2021-08-27,2021-09-03,5076.0,BWA,WF 1002229,0.0,7.0,21.146128054770173,-20.06764585872505
GREEN Forest fires in Angola from: 31 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-31,2021-09-03,12029.0,AGO,WF 1002243,0.0,3.0,16.36057708052241,-15.10303659943158
Green Forest fires in Bolivia from: 30 Aug 2021 to: 03 Sep 2021.,Green,1.0,0.5,Bolivia,2021-08-30,2021-09-03,5541.0,BOL,WF 1002338,0.0,4.0,-59.54894193325332,-16.55419436578964
GREEN Forest fires in Botswana from: 28 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Botswana,2021-08-28,2021-09-03,32180.0,BWA,WF 1002109,0.0,6.0,21.93466472148578,-25.29784507231782
GREEN Forest fires in Botswana from: 26 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,Botswana,2021-08-26,2021-09-03,147031.0,BWA,WF 1002100,0.0,8.0,21.479626762542033,-25.298220733989197
GREEN Forest fires in United States from: 17 Aug 2021 to: 03 Sep 2021.,GREEN,1.0,0.5,United States,2021-08-17,2021-09-03,8977.0,USA,WF 1002000,5.0,17.0,-121.15698289273985,46.76972986425873
GREEN Forest fires in Zambia from: 29 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-29,2021-09-02,5386.0,ZMB,WF 1002247,0.0,4.0,24.31456844944554,-14.056033638790261
GREEN Forest fires in Angola from: 21 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-21,2021-09-02,19857.0,AGO,WF 1002253,0.0,12.0,22.474748117338702,-17.473517555070096
GREEN Forest fires in Angola from: 29 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-29,2021-09-02,5114.0,AGO,WF 1002202,0.0,4.0,23.469041733217768,-11.559128528756228
GREEN Forest fires in Zambia from: 29 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-29,2021-09-02,7316.0,ZMB,WF 1002203,0.0,4.0,29.57095344287847,-9.781489134284161
GREEN Forest fires in Zambia from: 30 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Zambia,2021-08-30,2021-09-02,5178.0,ZMB,WF 1002196,0.0,3.0,29.376352131427172,-11.31854364795386
GREEN Forest fires in Angola from: 31 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-31,2021-09-02,6393.0,AGO,WF 1002155,0.0,2.0,19.173566983524733,-16.197464839175943
GREEN Forest fires in Angola from: 31 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Angola,2021-08-31,2021-09-02,14549.0,AGO,WF 1002118,0.0,2.0,20.48264582811169,-16.620293667021787
GREEN Forest fires in Bolivia from: 30 Aug 2021 to: 02 Sep 2021.,GREEN,1.0,0.5,Bolivia,2021-08-30,2021-09-02,6221.0,BOL,WF 1002119,0.0,3.0,-59.769303361683555,-16.397539811618493
