id,title,country,severity,longitude,latitude,temperature,humidity,wind_speed,rainfall,vegetation_index,thermal_anomaly,soil_moisture,historical_frequency
HS_530,Thermal Hotspot - Cameroon,Cameroon,Green,14.796260261928794,8.524029570525094,40.0,30.0,12.0,0.0,0.5,80.0,20.0,3.0
HS_531,Thermal Hotspot - Cameroon,Cameroon,Green,13.95800854153339,8.38383743879871,41.0,29.0,13.0,0.0,0.6,81.0,19.0,4.0
HS_532,Thermal Hotspot - Cameroon,Cameroon,Green,14.654142243440948,8.39126180482713,42.0,28.0,14.0,0.0,0.7,82.0,18.0,5.0
HS_533,Thermal Hotspot - Cameroon,Cameroon,Green,12.611521004220371,8.048760114213598,43.0,27.0,15.0,0.0,0.8,83.0,17.0,6.0
HS_534,Thermal Hotspot - Cameroon,Cameroon,Green,13.680864927647024,8.122766912053873,44.0,26.0,16.0,0.0,0.9,84.0,16.0,7.0
HS_535,Thermal Hotspot - Cameroon,Cameroon,Green,13.81080522098848,8.339328982614376,45.0,25.0,17.0,0.0,0.5,85.0,15.0,8.0
HS_536,Thermal Hotspot - Nigeria,Nigeria,Green,6.234237154776447,11.303776132468569,46.0,24.0,18.0,0.0,0.6,86.0,14.0,9.0
HS_537,Thermal Hotspot - Burkina Faso,Burkina Faso,Green,1.0014433610972626,11.230043185005313,47.0,23.0,19.0,0.0,0.7,87.0,13.0,10.0
HS_538,Thermal Hotspot - Benin,Benin,Green,1.9142096498526535,11.197964664211389,48.0,22.0,20.0,0.0,0.8,88.0,12.0,11.0
HS_539,Thermal Hotspot - Chad,Chad,Green,14.72605659631419,9.002532730582663,49.0,21.0,21.0,0.0,0.9,89.0,11.0,12.0
HS_540,"Thermal Hotspot - Benin, Burkina Faso","Benin, Burkina Faso",Green,1.1035826765773944,11.095177500811584,35.0,40.0,10.0,0.0,0.5,90.0,25.0,3.0
HS_541,Thermal Hotspot - Nigeria,Nigeria,Green,7.63624557264302,10.145677311821268,36.0,39.0,11.0,0.0,0.6,91.0,24.0,4.0
HS_542,Thermal Hotspot - Cameroon,Cameroon,Green,13.810387525926677,8.423350334705544,37.0,38.0,12.0,0.0,0.7,92.0,23.0,5.0
HS_543,Thermal Hotspot - Cameroon,Cameroon,Green,13.76735068633168,8.219768443734333,38.0,37.0,13.0,0.0,0.8,93.0,22.0,6.0
HS_544,Thermal Hotspot - Botswana,Botswana,Green,22.679216680940424,-19.120191215052127,39.0,36.0,14.0,0.0,0.9,94.0,21.0,7.0
HS_545,Thermal Hotspot - Australia,Australia,Green,122.95234428394778,-17.514028043001353,40.0,35.0,15.0,0.0,0.5,95.0,20.0,8.0
HS_546,Thermal Hotspot - Australia,Australia,Green,122.69779837634086,-17.401361966046736,41.0,34.0,16.0,0.0,0.6,96.0,19.0,9.0
HS_547,Thermal Hotspot - Benin,Benin,Green,2.793108783040948,11.895790658922635,42.0,33.0,17.0,0.0,0.7,97.0,18.0,10.0
HS_548,Thermal Hotspot - Burkina Faso,Burkina Faso,Green,-0.8434788673210399,13.46158853118139,43.0,32.0,18.0,0.0,0.8,98.0,17.0,11.0
HS_549,Thermal Hotspot - Burkina Faso,Burkina Faso,Green,0.8315341274309481,11.344344953628978,44.0,31.0,19.0,0.0,0.9,99.0,16.0,12.0
HS_550,Thermal Hotspot - Nigeria,Nigeria,Green,7.052073189589789,12.613026613146491,45.0,30.0,20.0,0.0,0.5,100.0,15.0,3.0
HS_551,Thermal Hotspot - Nigeria,Nigeria,Green,7.165684885002534,11.805371694805798,46.0,29.0,21.0,0.0,0.6,101.0,14.0,4.0
HS_552,Thermal Hotspot - Namibia,Namibia,Green,17.47732440573621,-22.18950208048605,47.0,28.0,10.0,0.0,0.7,102.0,13.0,5.0
HS_553,Thermal Hotspot - Burkina Faso,Burkina Faso,Green,1.163475309337904,11.36257207882192,48.0,27.0,11.0,0.0,0.8,103.0,12.0,6.0
HS_554,Thermal Hotspot - Nigeria,Nigeria,Green,7.063285384388961,12.304971650950298,49.0,26.0,12.0,0.0,0.9,104.0,11.0,7.0
HS_555,"Thermal Hotspot - Burkina Faso, Benin","Burkina Faso, Benin",Green,2.0804963622303534,11.554194504703732,35.0,25.0,13.0,0.0,0.5,105.0,25.0,8.0
HS_556,Thermal Hotspot - Chad,Chad,Green,20.057335554588256,10.060568024790038,36.0,24.0,14.0,0.0,0.6,106.0,24.0,9.0
HS_557,Thermal Hotspot - Burkina Faso,Burkina Faso,Green,-1.3476317048402733,13.56522360942444,37.0,23.0,15.0,0.0,0.7,107.0,23.0,10.0
HS_558,Thermal Hotspot - Benin,Benin,Green,2.180278806497333,11.471249919767487,38.0,22.0,16.0,0.0,0.8,108.0,22.0,11.0
HS_559,Thermal Hotspot - Namibia,Namibia,Green,17.90796546519665,-22.01728610421316,39.0,21.0,17.0,0.0,0.9,109.0,21.0,12.0
HS_560,Thermal Hotspot - Chad,Chad,Green,20.726816204906218,9.508345140332873,40.0,40.0,18.0,0.0,0.5,110.0,20.0,3.0
HS_561,Thermal Hotspot - Central African Republic,Central African Republic,Green,22.387588363460345,9.272210654394422,41.0,39.0,19.0,0.0,0.6,111.0,19.0,4.0
HS_562,Thermal Hotspot - Namibia,Namibia,Green,17.067817391715884,-22.118270390827178,42.0,38.0,20.0,0.0,0.7,112.0,18.0,5.0
HS_563,Thermal Hotspot - Chad,Chad,Green,18.752505046446927,9.03372195568504,43.0,37.0,21.0,0.0,0.8,113.0,17.0,6.0
HS_564,Thermal Hotspot - Chad,Chad,Green,20.302718084381493,9.354988715827735,44.0,36.0,10.0,0.0,0.9,114.0,16.0,7.0
HS_565,Thermal Hotspot - Burkina Faso,Burkina Faso,Green,1.0313517163635098,11.580359850839413,45.0,35.0,11.0,0.0,0.5,115.0,15.0,8.0
HS_566,Thermal Hotspot - Burkina Faso,Burkina Faso,Green,1.713213718116773,11.49317758671675,46.0,34.0,12.0,0.0,0.6,116.0,14.0,9.0
HS_567,Thermal Hotspot - Argentina,Argentina,Green,-60.68704252709778,-28.425864538907163,47.0,33.0,13.0,0.0,0.7,117.0,13.0,10.0
HS_568,Thermal Hotspot - Sudan,Sudan,Green,27.410720786877203,6.647067991756913,48.0,32.0,14.0,0.0,0.8,118.0,12.0,11.0
HS_569,Thermal Hotspot - Colombia,Colombia,Green,-74.27606438238091,1.5824910994618588,49.0,31.0,15.0,0.0,0.9,119.0,11.0,12.0
HS_570,Thermal Hotspot - Australia,Australia,Green,120.94207095530427,-31.941440555313033,35.0,30.0,16.0,0.0,0.5,120.0,25.0,3.0
HS_571,Thermal Hotspot - Cambodia,Cambodia,Green,106.9829630126984,13.092613460949716,36.0,29.0,17.0,0.0,0.6,121.0,24.0,4.0
HS_572,Thermal Hotspot - Cambodia,Cambodia,Green,106.31453226195744,12.659784349295062,37.0,28.0,18.0,0.0,0.7,122.0,23.0,5.0
HS_573,Thermal Hotspot - Chad,Chad,Green,19.638478259344165,10.775682064035092,38.0,27.0,19.0,0.0,0.8,123.0,22.0,6.0
HS_574,Thermal Hotspot - Colombia,Colombia,Green,-74.28412163005564,1.5615485420113653,39.0,26.0,20.0,0.0,0.9,124.0,21.0,7.0
HS_575,Thermal Hotspot - Central African Republic,Central African Republic,Green,23.394706131323996,7.95251550766084,40.0,25.0,21.0,0.0,0.5,125.0,20.0,8.0
HS_576,Thermal Hotspot - Nigeria,Nigeria,Green,5.941483600347752,11.294477086268776,41.0,24.0,10.0,0.0,0.6,126.0,19.0,9.0
HS_577,Thermal Hotspot - Chad,Chad,Green,21.10244177174783,12.238478960442697,42.0,23.0,11.0,0.0,0.7,127.0,18.0,10.0
HS_578,Thermal Hotspot - Ghana,Ghana,Green,-0.1589611113902349,10.221411071661752,43.0,22.0,12.0,0.0,0.8,128.0,17.0,11.0
HS_579,Thermal Hotspot - Nigeria,Nigeria,Green,6.438715612641222,12.617380121935838,44.0,21.0,13.0,0.0,0.9,129.0,16.0,12.0
HS_580,Thermal Hotspot - China,China,Green,101.41142735701702,26.323251350699493,45.0,40.0,14.0,0.0,0.5,130.0,15.0,3.0
HS_581,Thermal Hotspot - Cote d'Ivoire,Cote d'Ivoire,Green,-3.9733654524274953,9.179359679356432,46.0,39.0,15.0,0.0,0.6,131.0,14.0,4.0
HS_582,Thermal Hotspot - Chad,Chad,Green,19.714128307304183,11.525666431633406,47.0,38.0,16.0,0.0,0.7,132.0,13.0,5.0
HS_583,Thermal Hotspot - Argentina,Argentina,Green,-59.72849442432667,-24.885304124243945,48.0,37.0,17.0,0.0,0.8,133.0,12.0,6.0
HS_584,Thermal Hotspot - Senegal,Senegal,Green,-13.30425555016894,12.929495463573453,49.0,36.0,18.0,0.0,0.9,134.0,11.0,7.0
HS_585,Thermal Hotspot - Cote d'Ivoire,Cote d'Ivoire,Green,-3.899531726647156,9.32074517632704,35.0,35.0,19.0,0.0,0.5,135.0,25.0,8.0
HS_586,Thermal Hotspot - United States,United States,Green,-105.19936826289052,39.955373481096295,36.0,34.0,20.0,0.0,0.6,136.0,24.0,9.0
HS_587,Thermal Hotspot - Argentina,Argentina,Green,-71.11952308971784,-39.49109523653974,37.0,33.0,21.0,0.0,0.7,137.0,23.0,10.0
HS_588,Thermal Hotspot - Myanmar,Myanmar,Green,97.5159383374903,22.323547478904196,38.0,32.0,10.0,0.0,0.8,138.0,22.0,11.0
HS_589,Thermal Hotspot - Cambodia,Cambodia,Green,106.2078928697043,13.61533000872226,39.0,31.0,11.0,0.0,0.9,139.0,21.0,12.0
HS_590,Thermal Hotspot - Central African Republic,Central African Republic,Green,24.081842181890252,7.215035457403667,40.0,30.0,12.0,0.0,0.5,140.0,20.0,3.0
HS_591,Thermal Hotspot - Central African Republic,Central African Republic,Green,24.57368015642295,6.746280833673298,41.0,29.0,13.0,0.0,0.6,141.0,19.0,4.0
HS_592,Thermal Hotspot - Central African Republic,Central African Republic,Green,23.40939912193441,7.066728253228542,42.0,28.0,14.0,0.0,0.7,142.0,18.0,5.0
HS_593,Thermal Hotspot - Central African Republic,Central African Republic,Green,25.1679559859812,6.8311735746967495,43.0,27.0,15.0,0.0,0.8,143.0,17.0,6.0
HS_594,Thermal Hotspot - Central African Republic,Central African Republic,Green,23.392759442091993,7.410275225631539,44.0,26.0,16.0,0.0,0.9,144.0,16.0,7.0
HS_595,Thermal Hotspot - Colombia,Colombia,Green,-74.07181855873348,2.4521440513442436,45.0,25.0,17.0,0.0,0.5,145.0,15.0,8.0
HS_596,Thermal Hotspot - Central African Republic,Central African Republic,Green,23.823035409696132,7.863401463045962,46.0,24.0,18.0,0.0,0.6,146.0,14.0,9.0
HS_597,Thermal Hotspot - Colombia,Colombia,Green,-73.49217241562764,2.063352517763205,47.0,23.0,19.0,0.0,0.7,147.0,13.0,10.0
HS_598,Thermal Hotspot - Central African Republic,Central African Republic,Green,23.641768076864132,8.003852648829781,48.0,22.0,20.0,0.0,0.8,148.0,12.0,11.0
HS_599,Thermal Hotspot - The Democratic Republic of Congo,The Democratic Republic of Congo,Green,26.323038221241905,4.742785476353384,49.0,21.0,21.0,0.0,0.9,149.0,11.0,12.0
HS_600,Thermal Hotspot - Myanmar,Myanmar,Green,96.8264313891146,23.12118031450857,35.0,40.0,10.0,0.0,0.5,50.0,25.0,3.0
HS_601,Thermal Hotspot - Sudan,Sudan,Green,32.75371894855202,8.670878334215223,36.0,39.0,11.0,0.0,0.6,51.0,24.0,4.0
HS_602,Thermal Hotspot - Myanmar,Myanmar,Green,94.81004870586176,25.367274085159963,37.0,38.0,12.0,0.0,0.7,52.0,23.0,5.0
HS_603,Thermal Hotspot - Myanmar,Myanmar,Green,98.53859539720898,21.29052922728058,38.0,37.0,13.0,0.0,0.8,53.0,22.0,6.0
HS_604,Thermal Hotspot - Myanmar,Myanmar,Green,94.33079990787938,20.54897331362955,39.0,36.0,14.0,0.0,0.9,54.0,21.0,7.0
HS_605,Thermal Hotspot - Senegal,Senegal,Green,-15.652742763339306,12.707821671697914,40.0,35.0,15.0,0.0,0.5,55.0,20.0,8.0
HS_606,Thermal Hotspot - Ethiopia,Ethiopia,Green,34.047670143166386,8.122408286016928,41.0,34.0,16.0,0.0,0.6,56.0,19.0,9.0
HS_607,Thermal Hotspot - Laos,Laos,Green,105.91392280955132,14.407550524767078,42.0,33.0,17.0,0.0,0.7,57.0,18.0,10.0
HS_608,Thermal Hotspot - India,India,Green,79.1133305464816,14.86256823943109,43.0,32.0,18.0,0.0,0.8,58.0,17.0,11.0
HS_609,Thermal Hotspot - Guinea-Bissau,Guinea-Bissau,Green,-15.060718861177902,12.515626424882669,44.0,31.0,19.0,0.0,0.9,59.0,16.0,12.0
HS_610,Thermal Hotspot - Laos,Laos,Green,106.55282079496568,16.129488197757073,45.0,30.0,20.0,0.0,0.5,60.0,15.0,3.0
HS_611,Thermal Hotspot - Sierra Leone,Sierra Leone,Green,-11.97230730372411,8.421950638902164,46.0,29.0,21.0,0.0,0.6,61.0,14.0,4.0
HS_612,Thermal Hotspot - Senegal,Senegal,Green,-15.3689468478735,12.730733399501023,47.0,28.0,10.0,0.0,0.7,62.0,13.0,5.0
HS_613,Thermal Hotspot - Cambodia,Cambodia,Green,105.40404102437354,13.715534633539187,48.0,27.0,11.0,0.0,0.8,63.0,12.0,6.0
HS_614,Thermal Hotspot - Myanmar,Myanmar,Green,97.23717907775692,19.1880807555661,49.0,26.0,12.0,0.0,0.9,64.0,11.0,7.0
HS_615,Thermal Hotspot - Laos,Laos,Green,107.12208514455077,15.207437764803934,35.0,25.0,13.0,0.0,0.5,65.0,25.0,8.0
HS_616,Thermal Hotspot - Myanmar,Myanmar,Green,97.51669148187042,18.98360338897603,36.0,24.0,14.0,0.0,0.6,66.0,24.0,9.0
HS_617,Thermal Hotspot - Laos,Laos,Green,106.34992753857048,15.929626709418455,37.0,23.0,15.0,0.0,0.7,67.0,23.0,10.0
HS_618,Thermal Hotspot - Laos,Laos,Green,105.43205909587611,17.01041476984661,38.0,22.0,16.0,0.0,0.8,68.0,22.0,11.0
HS_619,Thermal Hotspot - Laos,Laos,Green,104.36423004735369,18.06661122358429,39.0,21.0,17.0,0.0,0.9,69.0,21.0,12.0
HS_620,Thermal Hotspot - Laos,Laos,Green,105.0954776352932,17.241534809749332,40.0,40.0,18.0,0.0,0.5,70.0,20.0,3.0
HS_621,Thermal Hotspot - Myanmar,Myanmar,Green,97.19423756483404,22.017500775332977,41.0,39.0,19.0,0.0,0.6,71.0,19.0,4.0
HS_622,"Thermal Hotspot - Myanmar, Thailand","Myanmar, Thailand",Green,97.4031613798436,18.548522512982384,42.0,38.0,20.0,0.0,0.7,72.0,18.0,5.0
HS_623,Thermal Hotspot - Laos,Laos,Green,105.20892620201322,17.12396576706159,43.0,37.0,21.0,0.0,0.8,73.0,17.0,6.0
HS_624,Thermal Hotspot - India,India,Green,78.85209305637844,15.786659956047147,44.0,36.0,10.0,0.0,0.9,74.0,16.0,7.0
HS_625,Thermal Hotspot - Cambodia,Cambodia,Green,107.47793032844363,12.426782216050574,45.0,35.0,11.0,0.0,0.5,75.0,15.0,8.0
HS_626,Thermal Hotspot - Laos,Laos,Green,106.1650013816933,15.60244823489234,46.0,34.0,12.0,0.0,0.6,76.0,14.0,9.0
HS_627,Thermal Hotspot - Laos,Laos,Green,105.4506999517496,17.261810347339917,47.0,33.0,13.0,0.0,0.7,77.0,13.0,10.0
HS_628,Thermal Hotspot - Laos,Laos,Green,105.58731051860572,17.341440974746526,48.0,32.0,14.0,0.0,0.8,78.0,12.0,11.0
HS_629,Thermal Hotspot - Laos,Laos,Green,106.4246649474186,14.844724703032629,49.0,31.0,15.0,0.0,0.9,79.0,11.0,12.0
HS_630,Thermal Hotspot - Laos,Laos,Green,104.03172764874222,18.898339478834217,35.0,30.0,16.0,0.0,0.5,80.0,25.0,3.0
HS_631,Thermal Hotspot - Laos,Laos,Green,106.04044045072128,15.01722375756202,36.0,29.0,17.0,0.0,0.6,81.0,24.0,4.0
HS_632,Thermal Hotspot - Myanmar,Myanmar,Green,97.50719972356691,19.079451122305088,37.0,28.0,18.0,0.0,0.7,82.0,23.0,5.0
HS_633,Thermal Hotspot - Cambodia,Cambodia,Green,104.64180398606514,13.601752906854792,38.0,27.0,19.0,0.0,0.8,83.0,22.0,6.0
HS_634,Thermal Hotspot - Laos,Laos,Green,106.12711469404456,14.8747074683668,39.0,26.0,20.0,0.0,0.9,84.0,21.0,7.0
HS_635,Thermal Hotspot - Laos,Laos,Green,105.42068721888248,17.03329101865315,40.0,25.0,21.0,0.0,0.5,85.0,20.0,8.0
HS_636,Thermal Hotspot - Myanmar,Myanmar,Green,94.56843101641972,22.115018358413536,41.0,24.0,10.0,0.0,0.6,86.0,19.0,9.0
HS_637,Thermal Hotspot - Myanmar,Myanmar,Green,95.56117969947688,23.54292619015264,42.0,23.0,11.0,0.0,0.7,87.0,18.0,10.0
HS_638,Thermal Hotspot - The Democratic Republic of Congo,The Democratic Republic of Congo,Green,17.67434142447057,-4.550717609225853,43.0,22.0,12.0,0.0,0.8,88.0,17.0,11.0
HS_639,Thermal Hotspot - Laos,Laos,Green,105.8870093184974,15.469282481655483,44.0,21.0,13.0,0.0,0.9,89.0,16.0,12.0
HS_640,Thermal Hotspot - Laos,Laos,Green,106.272850782244,14.846643824898818,45.0,40.0,14.0,0.0,0.5,90.0,15.0,3.0
HS_641,Thermal Hotspot - Myanmar,Myanmar,Green,97.52958829898344,18.76294926989663,46.0,39.0,15.0,0.0,0.6,91.0,14.0,4.0
HS_642,Thermal Hotspot - Ethiopia,Ethiopia,Green,36.257420659039305,10.292619712466015,47.0,38.0,16.0,0.0,0.7,92.0,13.0,5.0
HS_643,Thermal Hotspot - Cambodia,Cambodia,Green,107.39328588265496,13.549203837916648,48.0,37.0,17.0,0.0,0.8,93.0,12.0,6.0
HS_644,Thermal Hotspot - Sudan,Sudan,Green,33.21497997843647,8.7201698835852,49.0,36.0,18.0,0.0,0.9,94.0,11.0,7.0
HS_645,Thermal Hotspot - Cambodia,Cambodia,Green,105.91278351859428,12.912931253809298,35.0,35.0,19.0,0.0,0.5,95.0,25.0,8.0
HS_646,Thermal Hotspot - India,India,Green,80.48396322699027,18.657806279711146,36.0,34.0,20.0,0.0,0.6,96.0,24.0,9.0
HS_647,Thermal Hotspot - Myanmar,Myanmar,Green,95.55726711028524,23.542532506461864,37.0,33.0,21.0,0.0,0.7,97.0,23.0,10.0
HS_648,Thermal Hotspot - Myanmar,Myanmar,Green,97.31180386806152,19.739188373372805,38.0,32.0,10.0,0.0,0.8,98.0,22.0,11.0
HS_649,Thermal Hotspot - Cambodia,Cambodia,Green,104.74115162802264,14.324184024137,39.0,31.0,11.0,0.0,0.9,99.0,21.0,12.0
HS_650,Thermal Hotspot - Laos,Laos,Green,105.42357233411724,17.03614679629444,40.0,30.0,12.0,0.0,0.5,100.0,20.0,3.0
HS_651,"Thermal Hotspot - Liberia, Guinea","Liberia, Guinea",Green,-9.714343511047096,8.397835325515672,41.0,29.0,13.0,0.0,0.6,101.0,19.0,4.0
HS_652,Thermal Hotspot - Laos,Laos,Green,105.04385296890648,17.350722419009145,42.0,28.0,14.0,0.0,0.7,102.0,18.0,5.0
HS_653,"Thermal Hotspot - Cambodia, Viet Nam","Cambodia, Viet Nam",Green,107.50294125524874,12.825235362746092,43.0,27.0,15.0,0.0,0.8,103.0,17.0,6.0
HS_654,"Thermal Hotspot - Ethiopia, Sudan","Ethiopia, Sudan",Green,33.40144144955638,7.857879276768274,44.0,26.0,16.0,0.0,0.9,104.0,16.0,7.0
HS_655,Thermal Hotspot - Guinea,Guinea,Green,-9.426005579926976,9.7841049117363,45.0,25.0,17.0,0.0,0.5,105.0,15.0,8.0
HS_656,Thermal Hotspot - Myanmar,Myanmar,Green,95.65305353481236,19.023616191032627,46.0,24.0,18.0,0.0,0.6,106.0,14.0,9.0
HS_657,Thermal Hotspot - Laos,Laos,Green,105.42532049458966,17.038442135486804,47.0,23.0,19.0,0.0,0.7,107.0,13.0,10.0
HS_658,"Thermal Hotspot - Liberia, Guinea","Liberia, Guinea",Green,-9.713794334949108,8.39750789948381,48.0,22.0,20.0,0.0,0.8,108.0,12.0,11.0
HS_659,Thermal Hotspot - Sierra Leone,Sierra Leone,Green,-11.465613016031616,8.997102723467828,49.0,21.0,21.0,0.0,0.9,109.0,11.0,12.0
HS_660,"Thermal Hotspot - Laos, Cambodia","Laos, Cambodia",Green,106.54389324762936,14.602103968023432,35.0,40.0,10.0,0.0,0.5,110.0,25.0,3.0
HS_661,Thermal Hotspot - Myanmar,Myanmar,Green,95.55380878625164,23.54490152008809,36.0,39.0,11.0,0.0,0.6,111.0,24.0,4.0
HS_662,Thermal Hotspot - Laos,Laos,Green,105.56799913030076,17.110294850485726,37.0,38.0,12.0,0.0,0.7,112.0,23.0,5.0
HS_663,Thermal Hotspot - Myanmar,Myanmar,Green,95.74584195797614,18.684436376024745,38.0,37.0,13.0,0.0,0.8,113.0,22.0,6.0
HS_664,Thermal Hotspot - Myanmar,Myanmar,Green,94.6317247018886,19.18098786291918,39.0,36.0,14.0,0.0,0.9,114.0,21.0,7.0
HS_665,Thermal Hotspot - Cambodia,Cambodia,Green,104.6676120638556,13.275725286640483,40.0,35.0,15.0,0.0,0.5,115.0,20.0,8.0
HS_666,Thermal Hotspot - Myanmar,Myanmar,Green,95.65293759619932,19.024576453398986,41.0,34.0,16.0,0.0,0.6,116.0,19.0,9.0
HS_667,Thermal Hotspot - Laos,Laos,Green,105.25310851991138,16.952842788406464,42.0,33.0,17.0,0.0,0.7,117.0,18.0,10.0
HS_668,Thermal Hotspot - Myanmar,Myanmar,Green,97.31111670441231,19.736486127463813,43.0,32.0,18.0,0.0,0.8,118.0,17.0,11.0
HS_669,Thermal Hotspot - Cambodia,Cambodia,Green,105.84145650371036,13.680730587771205,44.0,31.0,19.0,0.0,0.9,119.0,16.0,12.0
HS_670,Thermal Hotspot - Myanmar,Myanmar,Green,97.13899636387136,19.108864541127417,45.0,30.0,20.0,0.0,0.5,120.0,15.0,3.0
HS_671,Thermal Hotspot - India,India,Green,78.97392958728912,15.796616772557446,46.0,29.0,21.0,0.0,0.6,121.0,14.0,4.0
HS_672,"Thermal Hotspot - Guinea-Bissau, Senegal","Guinea-Bissau, Senegal",Green,-15.19106908561089,12.662750747589772,47.0,28.0,10.0,0.0,0.7,122.0,13.0,5.0
HS_673,Thermal Hotspot - India,India,Green,78.89431269797458,16.024743146980388,48.0,27.0,11.0,0.0,0.8,123.0,12.0,6.0
HS_674,Thermal Hotspot - Sudan,Sudan,Green,32.96995986293571,8.624358381916299,49.0,26.0,12.0,0.0,0.9,124.0,11.0,7.0
HS_675,Thermal Hotspot - Myanmar,Myanmar,Green,97.15472626050644,21.496582101751013,35.0,25.0,13.0,0.0,0.5,125.0,25.0,8.0
HS_676,Thermal Hotspot - Laos,Laos,Green,106.3462851427268,15.955683848671567,36.0,24.0,14.0,0.0,0.6,126.0,24.0,9.0
HS_677,Thermal Hotspot - India,India,Green,78.63622314361209,16.098087397553016,37.0,23.0,15.0,0.0,0.7,127.0,23.0,10.0
HS_678,Thermal Hotspot - Ethiopia,Ethiopia,Green,35.22516571408887,10.657352693476936,38.0,22.0,16.0,0.0,0.8,128.0,22.0,11.0
HS_679,Thermal Hotspot - The Democratic Republic of Congo,The Democratic Republic of Congo,Green,22.19204115600808,3.648821931566244,39.0,21.0,17.0,0.0,0.9,129.0,21.0,12.0
HS_680,Thermal Hotspot - Cambodia,Cambodia,Green,105.68967853077504,12.79796378805251,40.0,40.0,18.0,0.0,0.5,130.0,20.0,3.0
HS_681,Thermal Hotspot - Sudan,Sudan,Green,27.472356152073257,8.810540679717308,41.0,39.0,19.0,0.0,0.6,131.0,19.0,4.0
HS_682,Thermal Hotspot - The Democratic Republic of Congo,The Democratic Republic of Congo,Green,22.99171912190068,3.6516770179196154,42.0,38.0,20.0,0.0,0.7,132.0,18.0,5.0
HS_683,Thermal Hotspot - Laos,Laos,Green,105.25293185951504,16.953524815129533,43.0,37.0,21.0,0.0,0.8,133.0,17.0,6.0
HS_684,Thermal Hotspot - Paraguay,Paraguay,Green,-56.96574705105696,-24.822427479497488,44.0,36.0,10.0,0.0,0.9,134.0,16.0,7.0
HS_685,Thermal Hotspot - The Democratic Republic of Congo,The Democratic Republic of Congo,Green,22.189680902841733,3.335984380160002,45.0,35.0,11.0,0.0,0.5,135.0,15.0,8.0
HS_686,Thermal Hotspot - Sudan,Sudan,Green,32.80736258505217,8.489253670598062,46.0,34.0,12.0,0.0,0.6,136.0,14.0,9.0
HS_687,Thermal Hotspot - India,India,Green,80.83630168594578,19.31442352007133,47.0,33.0,13.0,0.0,0.7,137.0,13.0,10.0
HS_688,Thermal Hotspot - India,India,Green,80.53303760055442,19.241114721270197,48.0,32.0,14.0,0.0,0.8,138.0,12.0,11.0
HS_689,Thermal Hotspot - Mexico,Mexico,Green,-99.7438764508689,17.44221720399279,49.0,31.0,15.0,0.0,0.9,139.0,11.0,12.0
HS_690,Thermal Hotspot - Myanmar,Myanmar,Green,95.69381351259996,19.080278524337324,35.0,30.0,16.0,0.0,0.5,140.0,25.0,3.0
HS_691,Thermal Hotspot - Myanmar,Myanmar,Green,95.69271389795102,19.08011338578185,36.0,29.0,17.0,0.0,0.6,141.0,24.0,4.0
HS_692,Thermal Hotspot - India,India,Green,83.15279448231703,18.799306423933142,37.0,28.0,18.0,0.0,0.7,142.0,23.0,5.0
HS_693,Thermal Hotspot - Myanmar,Myanmar,Green,97.85394977871572,20.98134322498213,38.0,27.0,19.0,0.0,0.8,143.0,22.0,6.0
HS_694,Thermal Hotspot - Sudan,Sudan,Green,28.4711648941035,8.970740984748588,39.0,26.0,20.0,0.0,0.9,144.0,21.0,7.0
HS_695,Thermal Hotspot - Australia,Australia,Green,128.53282401410476,-16.397331579825607,40.0,25.0,21.0,0.0,0.5,145.0,20.0,8.0
HS_696,Thermal Hotspot - Ethiopia,Ethiopia,Green,33.883849084950434,7.933181157451835,41.0,24.0,10.0,0.0,0.6,146.0,19.0,9.0
HS_697,Thermal Hotspot - Sudan,Sudan,Green,32.58300744098515,8.775635435386047,42.0,23.0,11.0,0.0,0.7,147.0,18.0,10.0
HS_698,Thermal Hotspot - Sudan,Sudan,Green,32.54564979017961,8.912722061723208,43.0,22.0,12.0,0.0,0.8,148.0,17.0,11.0
HS_699,Thermal Hotspot - Sudan,Sudan,Green,33.09208588999767,8.817742054214268,44.0,21.0,13.0,0.0,0.9,149.0,16.0,12.0
HS_700,Thermal Hotspot - Sudan,Sudan,Green,33.22133838447161,8.643539911190194,45.0,40.0,14.0,0.0,0.5,50.0,15.0,3.0
HS_701,"Thermal Hotspot - Ethiopia, Sudan","Ethiopia, Sudan",Green,33.287683364525925,8.42353771279199,46.0,39.0,15.0,0.0,0.6,51.0,14.0,4.0
HS_702,"Thermal Hotspot - Bangladesh, Myanmar","Bangladesh, Myanmar",Green,92.42521657490488,21.56033179347418,47.0,38.0,16.0,0.0,0.7,52.0,13.0,5.0
HS_703,Thermal Hotspot - Myanmar,Myanmar,Green,96.15575499529004,19.060412347126327,48.0,37.0,17.0,0.0,0.8,53.0,12.0,6.0
HS_704,Thermal Hotspot - Myanmar,Myanmar,Green,95.6918973633966,19.077676972496747,49.0,36.0,18.0,0.0,0.9,54.0,11.0,7.0
HS_705,Thermal Hotspot - Sudan,Sudan,Green,33.491093221056516,8.829675519072747,35.0,35.0,19.0,0.0,0.5,55.0,25.0,8.0
HS_706,Thermal Hotspot - Sudan,Sudan,Green,32.88733961838253,8.768736719123273,36.0,34.0,20.0,0.0,0.6,56.0,24.0,9.0
HS_707,Thermal Hotspot - Myanmar,Myanmar,Green,95.68884604893422,19.074680845936957,37.0,33.0,21.0,0.0,0.7,57.0,23.0,10.0
