active_satellites,inactive_satellites,debris_objects,average_altitude,orbital_velocity,launch_frequency,collision_alerts,solar_activity,orbital_region,traffic_density,congestion
3950,2930,16572,11004.917183587275,1.4008773416527687,10.91272617634014,65,69.44099793535068,2,0.7246697005892588,1
4467,1888,1541,26775.750551389552,6.680630806287434,6.41163906965814,48,123.03481109861822,2,0.5011372013473568,1
4067,2717,5823,6776.723147946736,2.5997407464932696,7.9093161959287155,7,125.59958422752216,3,0.6978459228393011,0
2816,2171,11086,21458.512833591027,2.7646504158994727,17.74795752172929,83,122.45085277809748,3,0.9474217066445613,0
924,1297,2402,15367.773836889239,5.1962654234677235,11.518600013571694,2,195.4924090030173,2,0.47143316042997996,0
1188,2165,2036,27516.75695821455,7.82969911943083,10.489105947719102,84,50.881919792355525,3,0.08176280467461505,1
3760,1574,10754,7417.943109757324,1.1217953348674907,1.062629528931145,64,205.9930148525487,1,0.8085876128186614,0
190,1186,16513,9869.206829277462,5.711935127299997,13.417783395241694,84,217.80826717833747,2,0.7212556370821832,1
3662,1746,18412,14473.01364233677,5.878280441412001,13.720348958789453,71,136.29271284092022,1,0.2969298911442373,1
414,1275,8808,6163.40679167708,5.015562572053684,13.81313139647916,1,227.4313991511285,3,0.5882487744803122,1
4721,1975,12645,16710.772842781844,1.0678308007735418,1.8244422853138231,86,126.20780267509532,1,0.07285130824914898,1
1038,573,8582,15094.618931775654,5.244462577506249,6.009105200309812,40,188.94455639096626,1,0.4790295294622964,0
3034,1630,10206,35645.06248524946,1.8051491633685037,7.424520924739218,52,127.76497604916865,2,0.3990345836217952,1
2809,2143,12914,21460.320792155522,1.5464738248018004,16.529937918561387,74,57.568684204155,3,0.2507790191957502,0
2637,2897,16445,2686.7404988358685,5.872431094334636,19.61345468231677,15,66.68527459898137,3,0.153753489687249,0
2232,1934,9840,16665.910981109802,5.901641889327414,8.294951869514552,8,138.409883148019,1,0.34371591281438185,0
1509,323,11090,31650.35480060496,7.229383077355694,11.085614146649586,95,248.01921864440905,2,0.9361252473913884,0
3314,2347,17695,31230.279628533503,1.0236632823652134,0.14674517353125527,38,85.5113717287264,2,0.5136987847300114,1
2899,232,12012,34632.62687137877,3.651318978841459,0.17558562842235448,63,229.11639139349964,1,0.20113328456232982,0
4898,2995,6137,32213.465033346038,1.085903992687022,1.4900045811060392,35,233.87883743605283,2,0.8354296417917918,1
2107,2686,11806,6511.529314213926,3.552637823359711,14.389328844876687,22,131.9297637003667,2,0.26941909957948684,0
955,481,4336,327.8158268519184,4.441605568342359,3.562731956420344,46,142.36509748932488,3,0.8027252052856043,0
125,330,1926,22261.846274653035,4.7081041308501925,15.156980213058304,48,150.56408846599524,3,0.016684253575336983,0
3513,804,14981,25347.5083328702,3.491528994966159,8.637523029893067,54,204.08136965796953,3,0.9233747129073713,0
1918,2722,7953,4897.394970038525,6.077109576745416,16.99938017413912,93,74.74487345420306,3,0.5345219124763004,0
374,1000,698,6172.703711295093,3.9091644592585277,17.40632747204551,9,115.72745361554739,2,0.7632282638092149,0
3720,1446,2728,34678.140969315486,4.619885796192682,17.596658163127653,62,84.14046763555629,1,0.3142193840184824,0
1035,2128,8631,33989.23051988026,6.600613206903172,10.87005276152995,94,225.6828302278299,2,0.8460153413768257,0
3930,151,17650,5819.581443448473,2.2201193643408033,15.770148604645687,25,64.10361508754079,1,0.6916532134757201,1
3299,2484,18316,9042.900872747054,3.246266627932738,13.238244673844576,47,199.54083044017773,1,0.047109169661433525,0
2766,1092,663,32137.669100384952,4.650007204676213,3.7342638651611204,29,137.9482331301711,1,0.04061962241518058,1
1007,694,11073,15772.761236674582,6.373327574754532,7.630334510204988,1,192.92082933673257,2,0.36103388081881593,1
3087,2023,3308,28771.000005835336,3.977487992423046,19.247247041760872,28,227.97905155371308,1,0.051878822333166874,1
4627,432,10405,14376.299901182974,1.5093674058902438,15.451294028108167,53,117.93246291381946,3,0.043301837158196466,0
3906,1558,19045,26562.50836802981,7.921813723104482,5.259877539073415,31,95.40027937300499,2,0.37763481602265647,0
1970,1877,4175,14406.363749312459,5.955375058780252,5.61948675031341,37,180.04371887319664,1,0.23082667271221413,0
2610,782,2491,32390.611598299325,6.0591459516333535,5.083622456915422,20,249.50516644476164,1,0.35083648856081373,0
1923,2842,10385,11855.501909583028,4.255734380650283,6.576300509942974,26,195.90168338578164,1,0.4035027464927633,0
355,573,1327,18927.629125389813,4.829280398598522,18.56614752526827,87,209.1244815920598,3,0.0856809068156783,1
3020,2956,7004,18878.861496634137,7.958339106484579,8.670845810883964,33,175.97144588416646,3,0.6059431034866728,1
756,1630,17113,23429.59535449852,5.165809925742156,7.285048234652072,22,123.63669126819514,3,0.3478887735895294,1
2651,2950,15585,11179.86159536164,2.5325062625946853,4.783646707968609,77,180.9288571777554,3,0.7607450361225903,0
2739,819,17657,23207.246160086397,7.750658178034774,17.848161297081482,38,75.71004624856918,3,0.9912339222294982,1
3994,924,9208,5249.082339690622,4.764338777122762,19.147531208062517,68,147.7636079850209,2,0.3815327005186787,1
4306,1531,16630,32191.364134574284,1.1447134421245084,6.470829011667137,72,164.61164616668245,2,0.741944923040866,1
2910,1944,3601,5361.4108546884945,5.013460345932196,12.333068464950582,44,231.34999740329124,3,0.2952387177261784,1
1391,2945,11075,30282.55866506502,1.4933292210433669,19.168666948764777,62,233.94386621565943,1,0.8112563121247319,0
3024,478,7286,25014.70088394031,4.693118172475558,9.989600020249119,7,62.02490193605834,2,0.6830017464743711,1
3734,863,12802,12410.201196125507,6.777321787078607,9.373247297353641,6,176.37622570585404,3,0.24921506456599263,0
147,2137,10281,11922.109917839589,4.772064598065534,10.55388499310589,29,209.27814901185013,3,0.4606390964525222,0
2868,2868,9728,34784.41365214389,3.614173337367653,0.663400638206928,11,157.28968856311724,3,0.8061541933669067,0
1613,2352,10027,7180.422267608039,7.178268255851398,6.002380213108931,19,69.1340313009305,1,0.7094569546122117,0
169,457,4441,26081.92380250255,7.493130545507524,13.979844365143038,63,96.54586269273622,2,0.0316276160859873,1
3802,2396,11830,6775.826349178134,3.432436876798346,19.334591121929737,28,112.72879421391013,2,0.0015454228844904438,1
4196,1004,6239,32613.231238215154,4.492655487838976,11.374894403735565,54,182.5598820724464,3,0.7538566354884365,1
4083,1272,7068,26761.416375471134,7.880456072628157,3.8095167020852183,11,63.11569825328216,2,0.45365144613115505,1
2961,769,11853,33590.827848798945,2.2467059212139677,8.536265426332339,83,159.92402339512157,1,0.511485596297315,0
4275,2760,13182,31672.056111720893,3.0870726520402147,9.800393704434658,21,71.7868946178628,1,0.9646493125113703,1
2570,889,18361,19872.060034056056,3.9989571897217604,3.044494198986052,22,129.02395757808415,2,0.1322156580011259,0
4672,2658,2111,5649.802112506041,1.706218081910603,6.5856560213866056,47,135.11125669381252,1,0.03221512942153948,0
1685,386,8643,8128.250602626244,2.9042979796697135,8.901290845955046,44,140.36757070493093,3,0.18897124595351167,1
1533,2535,6217,7425.079883919677,4.812820807982291,5.2380436748045245,25,192.17387438064958,3,0.7125397917467597,0
2113,877,13577,8098.892049548617,2.5994864227330923,7.077727978849381,27,66.23928352922562,3,0.18216679837504401,1
1540,833,5119,17255.626393898332,5.803994897826903,5.524887209509954,54,103.64846413515254,1,0.5286482636994116,0
462,1002,3365,31267.006386362948,3.433700374669128,12.256430450177797,72,178.22595473333305,3,0.8556463529640279,1
1399,2290,9988,1027.5028615661145,1.6285645541478178,11.57205240690418,68,238.71311132386558,2,0.8403791597011839,1
1352,685,5851,8737.598556071693,6.351731174087183,11.033905221070683,1,174.15949910068923,1,0.21027672890714555,0
432,1982,18579,21565.546723367894,4.971914129238785,1.9347063841975753,27,226.6732225213876,2,0.897191177215671,1
4779,1894,6552,31178.580629028034,6.774084979178568,3.67115293786479,76,243.68118350587798,3,0.9938313698831893,1
3637,2711,18700,10849.797848297167,3.5210613199090233,2.2165433792153677,78,226.7808647367724,1,0.9740184286876747,0
3152,1503,7750,13894.472298887704,1.1356560476060675,1.2656193353935863,52,244.44137507408234,1,0.8911910996374315,1
780,880,16728,13568.62966777929,1.3268194575295622,4.936597604174278,13,205.40828805943192,2,0.06311654783763354,1
2414,564,14940,10714.233132890991,6.568148753126101,3.8904294219165414,45,227.43127598911144,2,0.6271805888470391,1
1690,861,11556,25215.702064811267,3.8744884847895147,14.499927980040964,77,148.29030797258525,2,0.4399617123902534,1
3401,1652,9758,23678.16706373361,7.83469993655259,13.917736387986412,66,119.0878126516177,2,0.27929706346353034,0
1102,1454,12002,30389.245358361233,6.812158599778564,4.026783576663757,73,249.94212596289344,1,0.3155172386776963,1
4754,756,15110,33049.27021005762,1.112853178508452,3.3112744656815973,69,69.55198080127631,3,0.9430809827649719,0
4273,1812,15683,32437.03357170006,7.089861400693099,2.8979150703086054,19,241.63972856023938,2,0.9520232603210016,1
3019,2998,12884,19537.757996058008,2.490063217126391,6.40099941244725,34,136.17486001021322,1,0.1012608968684332,1
917,2218,3880,6847.969154797649,4.403854506003219,5.883737367542576,47,54.476662273453044,2,0.2036701163247454,0
2008,1014,8920,8153.401373494797,4.542849435564249,0.5707521910918434,42,210.60328598455746,3,0.9179676148498728,0
460,2015,11271,21331.08598490126,1.4180484150875468,11.357409361395565,19,138.84333750712884,3,0.6139249466556298,1
160,1413,18552,33078.65502243703,1.87965952495479,17.96062938955395,55,209.73722667671947,2,0.7062920482543592,0
4202,320,9123,19189.445393216392,3.961331809977804,10.777133284935747,2,58.963294093092536,2,0.34751253372261315,1
1394,1793,17819,33699.0819026507,5.498346135887437,1.2761626493593536,67,244.8293003588383,1,0.24130310323377524,0
2994,2765,2545,9588.550641497892,2.850918841382383,11.99101908389978,10,184.20759095345136,1,0.44548057958659915,1
4716,1634,18699,3291.2146436314083,4.684806761570802,9.699120719287592,61,59.59923624978878,1,0.34075444215481066,1
312,640,1337,28707.196537809185,3.65394765016749,18.138576895795342,60,50.92935524800548,2,0.9445344196881068,1
1288,2633,1407,31681.93223343749,5.412544540267267,7.264388932267851,94,168.80031589189366,2,0.16491573735206944,0
330,491,5235,16241.308985796399,3.971061109071112,15.03964060871059,57,245.29985977205223,2,0.9917158222559296,0
767,2727,6391,3867.5029928711338,6.961431699451741,0.7688050272318248,28,154.79989791066262,3,0.906455268530643,0
2511,2239,9315,1715.3171441272966,7.886208479846955,14.429861708337086,37,120.7788761835133,3,0.5711531664831198,1
2162,1431,13794,2439.573378330754,7.3913628276679315,0.8305319596558847,83,237.78518710680078,2,0.3424260435214227,1
3289,2734,14216,15920.297653076535,2.1802296479527805,6.894305554050568,87,246.79072247876036,1,0.7236442733501897,1
4283,437,18304,8606.376675601348,4.200243750366362,18.961716474912183,86,206.89696125380755,1,0.48066447722133354,0
850,1720,9055,16736.85186694194,4.211724044605198,14.064096062246811,21,193.5829507899363,2,0.3749357950787495,0
2374,2205,6087,17687.92418840289,6.883264742233438,18.50046212122144,85,50.41274047902979,1,0.33252316878133803,1
3997,2208,844,16599.724104298482,3.500325266737409,9.917059391997418,40,112.7365305974555,2,0.08017541281910368,1
3826,2571,17559,22393.222170265082,4.847213085675045,12.124332506298018,83,235.03524897916154,3,0.43468049505236117,1
1367,372,8189,24522.655512866626,5.264953022631696,10.354966111095878,62,123.6271615687755,1,0.247839057821024,1
520,2373,7205,14374.845169269043,1.7806454991804306,9.577291729023631,37,116.91591402514707,3,0.019483429255678253,1
4197,2871,11528,12265.735295617142,4.905727914160132,11.564612608350837,49,157.43613124310326,3,0.23330228117570861,0
4626,1482,4681,13388.765982840332,2.727890418482425,0.777987101692883,6,139.55727227930353,2,0.2347661835061302,0
1483,1462,8072,2712.498776281199,2.446318162390238,3.7136787571151664,23,221.75957578658185,3,0.30222606995834367,1
4831,963,18323,11714.380953628961,2.7522090610658996,4.29243102382348,45,66.33921372844469,1,0.945357656573099,0
4008,2985,19926,7356.8727331199425,1.6954639906729259,7.656978632192171,24,181.74987056224373,2,0.8996493305124071,1
3754,437,12401,10612.078159877477,1.488111754353676,8.691102863052373,77,189.43803743225283,2,0.032016697395907845,0
4775,2524,18205,25775.416205331294,5.528064585803808,14.794362759396451,28,226.02255249992376,1,0.23818209156416115,1
246,1811,11532,35589.67596140412,7.58685204721236,3.310801564494945,66,133.15688088934388,3,0.44225796357687985,1
3953,2301,5360,33263.196218932484,5.815997348008449,11.397849817689405,92,109.00106872389968,2,0.277781843806413,0
2985,1131,5907,29614.186260081995,3.182989260289177,5.445782857893167,79,175.31217247352896,2,0.39524230157322093,1
4941,381,510,26591.654988832834,3.345326164764761,10.313074888375255,84,194.9850139740117,2,0.8306179070890343,0
3984,2004,2291,34028.76784139792,4.7897244225689235,12.532306537629871,21,84.19585532851148,1,0.5692812595229623,1
1453,1521,9430,27123.09807976143,7.0641131341817065,11.6490106710771,84,81.63272493980307,1,0.41930056515575875,1
3984,2060,10362,17060.177202623127,2.4172518524400757,4.307615959669089,85,102.72062807438869,2,0.48584300311662587,1
870,1779,15764,21728.756940668653,4.27957953255821,14.189062590747328,8,99.58346415176082,2,0.2747127272387546,1
2223,1350,9678,11147.101965035597,4.492627057099906,13.075757146843179,86,200.13082135870573,1,0.21000635700603698,1
2439,1157,6700,318.43849277362676,7.518565355463768,18.64006566606222,48,156.14051950431346,3,0.21238554020423417,1
3561,2622,16697,12859.34161707355,4.753070147104305,12.683038490608087,72,159.55817067414537,2,0.7986120700441869,1
1873,2119,18383,14692.90868735087,6.466010712876737,14.4064881606971,95,52.940433189444946,1,0.19344920343304706,0
2776,1263,14172,26444.699241660514,1.6146082592947544,16.22055305834507,35,248.85150487622397,3,0.9111672769074366,0
4236,2532,19750,30960.094044021178,3.288465289315438,2.1200856548150027,99,215.95801550011151,3,0.4493528623221237,1
1840,2139,13525,34663.038899725085,5.279964172946498,13.926685438417856,4,138.73289917414832,1,0.5334695975666865,1
4641,1408,19272,12794.144770153902,5.743465523440059,6.371604611505228,89,63.376443847981115,2,0.6109746629499023,0
492,1883,15352,34474.810321871,7.196485054844714,16.462975506588354,3,188.85759639206552,1,0.30624646386288745,1
1773,1478,8947,28818.002929629874,5.132966213758056,9.603610207222754,23,157.0092286694036,1,0.8955616796978232,0
140,748,3743,1304.2287229387766,3.0270544743269907,11.612317095680957,40,185.50778103385065,3,0.608321770005955,0
3070,1054,16747,21510.338323917516,4.77366667087707,5.206751483119987,13,185.51549611458512,2,0.8995024156197816,1
2157,2511,9218,13289.976431948355,5.980710065040568,13.01130237159095,90,80.94687269702108,3,0.5075008023128489,0
660,1418,13169,1417.6012913260313,6.4904164400245445,0.7129866015964859,11,115.76197033848248,1,0.03896690899363886,0
1014,2126,14876,19227.810366542097,7.612089894825387,14.971485685452446,81,53.55201014649565,1,0.031147603074868857,0
2195,1981,840,21136.451495732017,2.3352684986553056,3.265916840123899,43,246.45256472294918,2,0.30769172214409857,1
3295,2740,8301,9229.86102297119,5.626616125185293,4.551491024173487,8,211.29309856870054,1,0.8473265133847092,1
1274,955,7510,33847.695084293264,2.4021612886888826,0.018205257056898017,65,235.76171177452278,1,0.2664457563152044,1
1735,685,17894,22054.261690675376,3.2251063029192775,6.263492698138391,37,58.82612743822282,3,0.48443701069549794,1
4645,1638,11673,6499.498790665447,1.9993514932201402,7.764984361229368,95,150.0693992147319,2,0.20154116386085952,1
4982,2038,10253,26020.995553454555,6.410956207341211,4.679993942185819,76,199.48675014263873,1,0.7500548862232864,0
2785,2814,3379,18069.196020105406,7.397996643345413,4.60420824200779,56,70.74094963842457,2,0.6697495001402418,0
3862,1404,17438,17141.778826050133,1.2095016157577914,17.859619762433642,46,205.41739124903378,2,0.9024997271674625,0
2414,2853,3227,30076.29080766908,6.694556243818693,6.529050080634207,54,179.50045450423835,3,0.3550691321528615,0
3430,1463,15365,5146.836784805096,2.692287681796584,14.445642159116435,87,246.9910605903249,3,0.9848912815755186,1
3935,541,9609,17777.325226563727,4.408784466043385,4.747629864169236,1,78.17315950265531,1,0.8776680114769411,0
2592,2884,1027,28151.317355262832,6.2375342577705615,16.18082456453123,82,175.8554576622358,1,0.4484418742111381,0
4673,491,6740,23841.906111159715,4.547980254240664,13.554839824098359,17,239.42687245687893,2,0.860275103292819,0
2732,2011,2459,393.8089368006724,2.6187492923223425,15.12407984630804,65,198.73388282116525,3,0.42482413174512046,0
1715,2582,8183,28390.731198765086,7.3431599064401185,8.790735371843573,89,117.22959511703574,1,0.7875110531469346,1
1131,200,1113,34019.25455112058,5.155078500469595,17.591291304396993,56,73.85016668983792,2,0.3600709616016582,0
1292,1421,11559,25427.14428733535,7.518789082435934,7.4802484774661515,63,242.75330015180657,2,0.2553173570086833,1
4945,1954,17131,31557.253111225153,6.926489365553577,12.017901000978481,87,64.38074339631802,3,0.7376135256258847,0
2299,2252,10535,13117.05953881,7.136113497882217,12.801442284858753,26,245.0336913444223,1,0.9646003757569684,0
480,158,12085,12751.592619336494,3.531989144934479,19.045027719450577,52,110.70233992550283,1,0.7264407312309279,0
3132,309,8113,11686.950175926926,7.911205913988852,2.69045378323574,58,222.06222192036924,1,0.9764305419736281,0
3939,2242,4166,26511.905484845876,6.966761245850174,2.7121029429330434,28,160.86235579089154,3,0.9205335244914269,0
1450,701,15922,33925.96124823351,3.363248940634453,9.24102833334208,71,232.51810588491045,2,0.42629489949066746,1
1553,1467,1715,31897.347612998525,7.274907502183255,18.357512393312827,94,135.3237863231601,1,0.5050263353011951,1
4786,2198,15557,5577.6576458881855,6.28704981224904,0.43370215942815316,97,219.9607929278051,3,0.19042699627025161,1
3231,2076,14447,22614.656912446317,6.075959180276841,5.525512145979665,13,97.67701518593901,1,0.43918072853526013,1
1251,600,18070,35855.30640707834,1.043580813219206,5.671726481546209,67,143.34830382878621,1,0.7672041198280592,1
1506,2862,12670,10774.189344561762,1.1579754237846505,6.09905205603779,42,219.26049091426356,3,0.5224844681564998,0
1293,2711,5012,22925.295589933557,5.863547737087786,0.494099382263542,28,73.67233473746164,1,0.9734420083574875,0
651,1828,17899,32657.13312170857,2.9507848142424518,16.512126666609365,56,195.72685848719507,1,0.11492854989290002,1
1150,1225,532,32403.82341596761,1.409628430169753,0.17818905320154288,32,137.37436570202343,2,0.5077406598380989,1
2152,1018,12430,11708.815103711877,3.0016574253977706,9.554079079857942,20,152.64299171516603,3,0.5321118575781534,1
3479,407,17757,3562.511954563297,6.865366321048437,1.127180460789723,40,165.80638439825228,1,0.14882257338910698,0
1866,572,2768,23327.12073473795,4.294282580129355,15.972880592580747,0,105.13201778266668,2,0.797067874644079,1
352,1570,5792,34101.43643114932,5.309054810706003,14.931716739686578,26,69.2743798781664,1,0.8181438462172721,0
278,175,6729,18385.817457356792,6.603537899898422,14.430617233294301,1,53.73187050473558,1,0.8973896672374794,1
356,742,16730,16585.924727935024,3.263621303191238,14.725298882169826,63,136.18442074740045,2,0.9370385470093316,1
4015,2299,15431,31129.352981243257,1.0780213575457094,18.80479110199081,50,103.7741464268146,1,0.7474333879905912,0
4952,1853,17183,15400.561110858009,3.2632476006766877,8.336218256335378,53,176.58601577758765,2,0.8417418472388581,1
2836,2738,6427,24577.247615119028,7.696748729165732,17.23149607850157,73,193.18757558492,2,0.07299223482932315,0
1579,2638,11296,14113.396407028898,4.375994900054277,3.684645061199663,73,150.7489491709629,2,0.38381957825448654,1
2701,2061,7684,13701.52224486258,4.988653226445676,9.025290061768207,29,173.79226344094005,1,0.284983908631844,1
1267,2552,18981,6923.510839225629,6.323005518607488,0.17818188825786896,0,162.14922520927152,3,0.7938623462255405,1
3716,351,11243,3366.5697968405498,1.8045336500596836,5.68280586622131,94,50.91561022285755,3,0.30854822473497356,1
2742,1848,14492,31888.752197722246,6.137551767815149,9.163189522436921,98,218.34038476363378,1,0.5010496494600759,1
3772,474,9472,6687.669707651802,3.08428112513184,18.185796768512255,28,61.91250539379591,2,0.4237817754705594,0
3139,1242,5418,2427.4187982648314,3.7171304692288962,6.339031304967026,12,132.06808461352315,3,0.7585091410318474,1
3482,1107,14751,21046.63030052771,2.886429049003278,13.448171054254557,72,72.20370055429464,2,0.5767528522927111,1
847,252,11455,19746.683589433276,2.074818822887922,16.67933610763693,42,182.46278911545286,3,0.3946763136533108,0
2860,1647,13568,20525.68997835092,3.5302296166662384,6.530594626073394,40,115.11755285505106,1,0.1310280065556244,0
2810,1736,15207,16958.154993997498,1.6624726411939554,3.38456403390182,74,64.23043478179255,3,0.16329748850164838,1
4993,809,9548,5281.321409409227,6.91344641927868,11.823882882532835,87,59.07056360657555,1,0.7215041801609283,1
2592,1920,18522,948.751024964526,3.141624462261105,5.687676967942474,88,97.42835018480251,2,0.03351111645924487,1
195,1280,6063,1861.6185946345959,5.57532122828796,13.049042183784321,57,183.45295126174406,2,0.43851642844885397,1
4539,1344,11234,33964.66782090584,3.0768688891051617,2.6940208667052734,76,193.6442996350578,1,0.7299220311086897,0
4910,273,14872,19240.382462397614,2.474928292276076,3.031896873505193,13,75.68608321921238,3,0.3648181493523539,1
343,337,11272,14510.009490302149,5.995599688777825,13.518461367768403,40,77.82244274019318,2,0.6506667368651153,1
3808,863,16360,14907.779018413403,5.36802674378091,19.471188799438785,66,168.64538819089353,1,0.7689665350821125,1
637,2691,6464,23548.593465259346,2.5267345185326464,4.937926283593219,53,241.45326920709067,1,0.8800529413983015,1
3566,2643,1632,13684.527437871708,5.284673038704676,14.278256686405422,5,160.5822125563937,3,0.22437439566132056,1
4471,2001,19693,28713.2345801419,1.0350117441766322,10.64081223606637,45,192.34842545613688,3,0.704252435842969,1
1935,280,4271,9505.95643821927,2.238402246201486,16.876830657326764,76,165.08319242107456,1,0.558771169861634,0
3957,2990,17569,13347.876835439618,6.094277848784663,7.77771984754581,0,70.96715622322611,3,0.4590560248669734,1
3896,2245,19145,33672.886001728875,3.8710546656832276,19.434279920590644,28,239.2928021378348,1,0.4185038698756245,0
1777,2457,17567,9518.155536286882,2.4254022086424922,1.6479373779373208,77,64.39698711967965,2,0.872841978403841,1
701,2527,5247,23884.775126120712,4.541414639141786,19.692956738836887,75,201.97402857112635,1,0.1792556191827691,0
3612,2135,11213,13251.508485209843,4.256519007140936,16.924746227605528,25,245.87044565168677,3,0.7784277474218072,1
4729,1495,16810,17068.85668304704,5.437554047513504,17.329162554953513,57,113.79944136078073,3,0.07653444657815389,1
4135,2838,19727,1817.7406405227389,1.5077682395818397,16.848068751573745,86,84.32604890300838,3,0.5478336371776191,1
1173,2607,7258,6186.97326224385,6.735447413679165,17.23727357639345,2,163.23487102484344,3,0.15997110177489593,0
1735,1300,16465,3848.477672877401,1.407937452504038,16.30305190636812,59,209.0133128324614,1,0.45951287708425814,1
371,962,4505,30440.80228876995,4.17698692177865,17.990342724546156,13,239.89500991696858,1,0.4824159063442549,1
4042,1036,13185,34628.54704436505,5.973311165678347,9.216014827645743,97,188.73485083425496,1,0.7320577738315974,1
4164,569,10477,2633.4911924040925,3.4136772426543516,18.785818940368255,22,117.17462304761509,1,0.20899594611372818,1
1606,829,7314,2951.078572954058,7.370829710308417,7.699257061464517,61,148.86923156822053,3,0.2950017112100727,0
4518,1903,4671,19967.64812311883,6.286622994489679,14.570332486686898,9,202.24011717684388,2,0.5009606039397657,0
1911,1926,10174,18244.45030696786,3.982336454002076,14.20705153276617,3,207.58648473354833,2,0.7564703305199962,0
292,2516,4983,23490.482353504194,2.2867847564099844,16.417930047375958,38,64.88744979393076,3,0.5444756873975116,1
607,2633,9036,26577.648910776406,1.304072359992904,14.767652716309206,73,172.74793213943855,2,0.7940419335467789,1
1261,656,5983,28740.456871681447,6.611650291944952,0.7075901394078232,87,243.47401042155298,1,0.6546603339824878,0
3622,1069,5895,5537.185012772431,2.359919720993582,14.783056651982678,33,207.05134016678056,2,0.9191484493824291,0
4099,1367,11589,1554.5191067019318,2.8877192206518427,0.4659353283550449,87,51.46455716983724,1,0.6687717075702007,1
3640,226,7961,32031.887641379468,1.072648541354065,10.664606238541444,24,94.9883140217726,1,0.3464193074835765,1
4667,2961,6972,17009.56399495336,1.1275881947727908,16.778986139660248,51,139.0017552528129,1,0.10078916747915656,0
1758,1235,7652,34970.54688945143,2.612929039176005,16.591503212837814,14,191.25389363146525,3,0.7043134825056291,1
2235,1078,13112,19273.147570243647,7.110079403901483,16.82625982516043,11,161.04934253496032,1,0.9825329123613393,1
4631,1565,15267,18458.980042926447,6.465761339195565,12.048212555551668,0,65.46557164108589,3,0.48761782121888764,0
4333,2418,12096,22502.66104907849,6.389111805087099,3.6762409138143615,8,197.65371657766912,3,0.13510569421190932,0
3903,762,16264,6291.154539217159,6.789243420436464,10.159562359495597,58,217.74273637593825,2,0.3203298896805886,0
3933,1530,2229,9294.650080383175,2.3062949824958388,10.324237798439388,13,91.15156515460183,2,0.4103035685253815,0
1965,1976,4008,32627.87125810907,7.853457025404091,6.495355017723825,30,63.48472662216793,2,0.137398557053385,0
4044,1360,2403,7801.333449600359,2.6253484264263536,8.481985518345878,87,208.1915040763272,3,0.33209362347302374,1
3073,261,4020,8540.35578500377,2.049508956574698,17.443533367303022,52,178.08927087818515,3,0.7988205986662374,1
4312,1504,19989,18457.43302397419,3.0625128558931323,10.358556714215768,62,210.70080517933073,1,0.31710789290993113,1
946,908,5757,23153.218457310268,4.713173395097682,14.094876413448281,9,163.31935202943018,3,0.9986442071018723,1
1058,1404,9568,232.35842480773815,1.8710143428673287,9.916229567759004,42,135.70757866167497,1,0.2908789127192186,1
3003,655,17268,16552.766623157906,6.170347163689412,12.349425945617597,17,242.61554258106977,2,0.0991847996024171,1
1197,2879,15196,14484.669895074543,3.6006868233134353,1.8517399535564438,66,205.99195106427152,3,0.7882121614380239,0
3191,1264,8170,31189.167093047337,4.978915749320148,18.627764136894346,58,132.38324924980606,1,0.12104379793086784,1
1152,1177,6186,30261.16931991117,6.13965216555056,8.718661327787544,75,231.50361727455336,1,0.047609967515893525,0
2853,1662,15373,32632.0595819092,7.3132562331693265,14.966053385745106,98,248.69984923361343,3,0.3960869287693305,1
1829,619,14391,30345.411855433347,6.735428767062852,13.342022527178978,22,111.64730284707818,2,0.9016350491745615,1
2091,583,14456,28364.266818927023,4.762280721165658,15.9854436724007,85,228.49535777964147,1,0.5704680950711963,0
4028,270,8770,30952.377596309427,7.938210268392314,0.6974581330098362,74,59.07949480422117,3,0.9177899724441332,0
1397,2523,1286,6458.073574731788,4.708174316057498,18.707037304138442,45,92.8698005152036,3,0.8734309428128307,0
1872,809,3870,12402.397482298524,4.751805107825625,16.594936894081517,48,82.18245453050773,1,0.0759562993716647,0
1844,1200,4122,24673.536033924007,2.1094173650107995,16.6752312180413,22,121.31871605156768,1,0.05574046634463048,0
4481,2999,17114,33248.088316728405,2.0410437528036143,9.342268844585838,11,162.52451561152387,1,0.29781636401045575,1
1387,2152,5006,24075.333823657653,2.1809078842084553,15.92647815781817,28,193.99596966688324,3,0.8831187625258952,1
3840,2718,5933,7644.5707779141185,5.142749526714797,11.503640706155265,88,230.56075943342856,3,0.5049874831423921,0
1974,1360,8285,34019.00928474011,3.9062033943979753,10.069560719277156,87,81.70952663437564,3,0.9579264907507249,1
3637,1790,6402,27420.236580813078,3.701191511651002,15.698439485652136,58,165.65670298309814,2,0.29859060855931285,1
2797,1622,7955,25852.266470328996,1.892908047712143,12.556000658635112,52,160.9386655338066,2,0.4463671171354213,1
732,164,16939,27497.736899738455,3.6676314824514513,1.54320833969261,67,141.694773064023,3,0.025911262738658958,0
3917,1959,11866,23797.37993241244,3.6459291071972655,6.290192430363863,62,188.91652946487983,1,0.8736947105952192,1
4761,2383,5671,991.6304986489035,5.345700635429366,12.44185409516459,28,152.67222238473533,3,0.15996793024271427,1
4520,765,13800,9279.533695088481,3.718867894153652,18.076018308920126,2,160.03827959187663,3,0.9865204401769921,0
